369,1237,943,-2529
370,1244,911,-2561
371,1280,960,-2545
372,1296,863,-2605
373,1282,876,-2582
374,1429,845,-2553
375,1428,792,-2617
376,1275,906,-2604
377,1440,836,-2574
378,1299,980,-2527
379,1294,801,-2698
380,1304,971,-2476
381,1412,871,-2565
382,1285,889,-2576
383,1293,862,-2647
384,1291,881,-2577
385,1419,855,-2584
386,1284,915,-2564
387,1436,874,-2548
388,1321,982,-2461
389,1287,950,-2533
390,1286,992,-2536
391,1391,871,-2527
392,1295,1009,-2510
393,1164,915,-2582
394,1291,796,-2678
395,1413,882,-2557
396,1351,769,-2521
397,1429,878,-2514
398,1288,815,-2678
399,1409,812,-2614
400,1283,864,-2589
401,1200,819,-2650
402,1298,827,-2655
403,1295,927,-2589
404,1297,932,-2580
405,1292,914,-2592
406,1425,837,-2558
407,1287,1002,-2519
408,1401,851,-2599
409,1277,942,-2566
410,1292,833,-2650
411,1289,957,-2500
412,1275,833,-2656
413,1282,946,-2580
414,1286,959,-2509
415,1322,812,-2620
416,1291,994,-2538
417,1292,796,-2699
418,1301,843,-2590
419,1283,962,-2564
420,1287,835,-2634
421,1294,918,-2616
422,1275,910,-2602
423,1298,942,-2541
424,1434,832,-2566
425,1299,823,-2691
426,1276,863,-2580
427,1211,978,-2507
428,1288,957,-2514
429,1284,776,-2679
430,1212,952,-2537
431,1296,1010,-2482
432,1288,1004,-2517
433,1276,942,-2551
434,1286,931,-2551
435,1281,997,-2539
436,1293,867,-2620
437,1288,942,-2582
438,1377,844,-2559
439,1277,939,-2578
440,1205,884,-2622
441,1407,815,-2617
442,1293,787,-2699
443,1288,952,-2568
444,1302,829,-2580
445,1306,974,-2499
446,1380,789,-2499
447,1301,947,-2513
448,1275,850,-2648
449,1312,808,-2604
450,1298,840,-2671
451,1288,832,-2658
452,1294,816,-2694
453,1310,815,-2619
454,1220,902,-2567
455,1290,916,-2565
456,1285,861,-2649
457,1236,871,-2612
458,1282,809,-2662
459,1287,957,-2536
460,1300,979,-2470
461,1434,843,-2555
462,1285,821,-2686
463,1282,959,-2567
464,1283,808,-2683
465,1294,900,-2603
466,1277,842,-2668
467,1293,810,-2678
468,1286,974,-2552
469,1401,955,-2479
470,1289,933,-2546
471,1278,794,-2701
472,1408,875,-2525
473,1445,825,-2574
474,1276,869,-2614
475,1279,966,-2547
476,1291,795,-2678
477,1401,896,-2545
478,1290,933,-2584
479,1292,906,-2552
480,1285,951,-2558
481,1288,1004,-2503
482,1294,864,-2648
483,1406,802,-2607
484,1290,915,-2617
485,1280,920,-2624
486,1410,852,-2553
487,1418,935,-2516
488,1436,839,-2570
489,1208,885,-2600
490,1277,863,-2645
491,1299,900,-2620
492,1302,817,-2609
493,1298,962,-2559
494,1294,883,-2576
495,1275,979,-2535
496,1294,786,-2701
497,1385,850,-2515
498,1283,970,-2560
499,1281,803,-2691
500,1297,1002,-2524
501,1281,860,-2633
502,1426,918,-2489
503,1357,882,-2502
504,1283,921,-2566
505,1291,826,-2638
506,1287,784,-2702
507,1281,1003,-2479
508,1318,833,-2457
509,1298,887,-2605
510,1413,942,-2521
511,1299,921,-2593
512,1290,947,-2587
513,1415,826,-2603
514,1288,928,-2584
515,1296,968,-2561
516,1376,789,-2616
517,1296,1016,-2494
518,1299,971,-2488
519,1287,852,-2637
520,1381,792,-2619
521,1282,848,-2659
522,1298,955,-2572
523,1295,820,-2658
524,1202,878,-2621
525,1289,820,-2686
526,1280,795,-2668
527,1281,932,-2530
528,1210,957,-2528
529,1387,764,-2631
530,1313,962,-2464
531,1294,862,-2619
532,1290,936,-2565
