edge_type_id target_query source_query model_template delay dynamics_params syn_weight
255 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SP_PC_AMPA.json 0.001000
256 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SP_PC_AMPA.json 0.001000
257 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SP_PC_AMPA.json 0.001000
258 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SP_PC_AMPA.json 0.001000
259 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SP_PC_AMPA.json 0.001000
260 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SP_PC_AMPA.json 0.001000
261 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SP_PC_AMPA.json 0.001000
262 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SP_PC_AMPA.json 0.001000
263 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SP_PC_AMPA.json 0.001000
264 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SO_PC_AMPA.json 0.001000
265 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SO_PC_AMPA.json 0.001000
